"key","AEIDprojectId","Asset_Class","Data_Class","Data_Quality","Data_Source","Data_Type","Execution_id","Feed_code","Record_create_by","Record_create_dt","Site","Source","Source_country","category_id","category_name","datasetId","delivery","description","file_create_dt","format","frequency","history","price_raw","product_name","region","row","seller_id","seller_title","seller_url"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1173-algoseek-equity-trade-and-quote","Global","50","Market Data","1173","File","algoseek Equity Trade and Quote dataset is ""as-is"" intraday market data collected from live SIP feed, including all trades and top-of-book quotes from all U.S. exchanges and FINRA with nanosecond timestamp, NBBO and trade/quote conditions (normalized into a 4-byte bitmask). Data contains all U.S. listed and delisted stocks, ETFs, ETNs, ADRs, warrants, etc. since 2007, and covers the full trading session from pre-market to after hours. Data is in CSV format. Please contact us if you need other format such as JSON and Parquet.
Data Fields

Date
Timestamp
Event Type
Ticker
Price
Quantity
Market Center
Trade/Quote Conditions

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.Equity.TAQ.pdf US Equity Trade and Quote Guide (PDF - 419 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trade_and_quotes.csv.gz equity_trade_and_quotes.csv.gz (43,054 KB)","2022-10-30","File","","","","algoseek Equity Trade and Quote","United States of America (USA),North America","11","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Indices & Benchmarks","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1204-algoseek-equity-index-trade-only-minute-bar","Global","50","Market Data","1204","File","algoseek Equity Index Trade Only Minute Bar  is a survivorship bias-free trade-based minute bar data covering the entire daily component index history of the SP 500, Russell 1000, Russell 2000, Russell 3000, Nasdaq 100, Dow Jones Industrial Average, and Dow Jones Transportation Average.
algoseek Trade Only Minute Bar is a trade-based bar data for each stock component of each index from all exchanges and marketplaces. This dataset contains  OHLC prices as well as Volume Weighted Average Price, Volume, and Total Trades for each minute.
algoseek can also custom build minute bars for different intervals and data fields.
Data Fields

Date
Ticker
Time Bar Start
FirstTrade Price
HighTradePrice
LowTradePrice
LastTradePrice
VolumeWeightPrice
Volume
TotalTrades

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.EquityTrades.Only.Minute.Bars.pdf US Equity Trade Only Minute Bar Guide (PDF - 386 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trades_only_1min.csv equity_trades_only_1min.csv (62 KB)","2022-10-30","File","","","","algoseek Equity Index Trade Only Minute Bar","United States of America (USA),North America","12","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1206-algoseek-equity-index-trade-only-minute-bar-excluding-trf","Global","50","Market Data","1206","File","algoseek Equity Index Trade Only Minute Bar Excluding TRF is a survivorship bias-free trade-based minute bar data covering the entire daily component index history of the SP 500, Russell 1000, Russell 2000, Russell 3000, Nasdaq 100, Dow Jones Industrial Average, and Dow Jones Transportation Average.
This dataset contains the same data points found in the Trade Only Minute Bar data but excludes TRF reports from dark pools, OTC, and broker-dealer internal crosses making it ideal for backtesting on public exchanges. It comes with nanosecond timestamps and has continuous bar time with data points covering OHLC prices as well as Volume Weighted Average Price, Volume, and Total Trades for each minute.
algoseek can also custom build minute bars for different intervals and data fields.
Data Fields

Date
Ticker
Time Bar Start
FirstTrade Price
HighTradePrice
LowTradePrice
LastTradePrice
VolumeWeightPrice
Volume
TotalTrades

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.EquityTrades.Only.Minute.Bars.pdf US Equity Trade Only Minute Bar Guide (PDF - 386 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trades_only_1min_nofinra.csv equity_trades_only_1min_nofinra.csv (56 KB)","2022-10-30","File","","","","algoseek Equity Index Trade Only Minute Bar excluding TRF","","13","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Indices & Benchmarks","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1203-algoseek-equity-index-trade-only","Global","50","Market Data","1203","File","algoseek Equity Index Trade Only data is a survivorship bias-free minute bar containing all underlying  trades with exchange condition codes for the entire daily component index history of the SP 500, Russell 1000, Russell 2000, Russell 3000, Nasdaq 100, Dow Jones Industrial Average, and Dow Jones Transportation Average. The data comes in nanosecond timestamps and covers the full trading session including pre and post-market hours.
Data Fields

Date
Timestamp
Event
Type
Ticker
Price
Quantity
Exchange
Conditions

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.Equity.Trades.Only.pdf US Equity Trade Only Guide (PDF - 392 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trades_only.csv equity_trades_only.csv (22,671 KB)","2022-10-30","File","","","","algoseek Equity Index Trade Only","United States of America (USA),North America","14","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1183-algoseek-equity-standard-daily-ohlc","Global","50","Market Data","1183","File","algoseek Equity Standard Daily OHLC provides daily Open, High, Low and Close information for all listed stocks, ETFs, ETFs, ADRs from all US exchanges and marketplaces during regular market hours.
Data Fields

SecId
TradeDate
Ticker
Open
High
Low
Close
MarketHoursVolume

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.Equity.Daily.OHLC.Primary.Guide.pdf US Equity Primary Exchange Daily OHLC Guide (PDF - 373 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_daily_ohlc_standard.csv equity_daily_ohlc_standard.csv (185 KB)","2022-10-30","File","","","","algoseek Equity Standard Daily OHLC","United States of America (USA),North America","15","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1192-algoseek-equity-options-trade-and-quote-minute-bar-","Global","50","Market Data","1192","File","algoseek Equity Options Trade and Quote Minute Bar data is based on all the top-of-book quotes (bids and asks) and all trades from the full OPRA feed, which includes all stock options, index options, ETF/ETN options, and ADR options from all 16 national securities exchanges that have been approved by the Securities and Exchange Commission.
This dataset contains 61 information-rich data fields covering a wide range of information on both options trading and underlying equity trading during the entire trading session from 9:30 am to 4:15 pm EST.
algoseek can also custom build minute bars for different intervals and data fields.
Data Field

TradeDate
TimeBarStart
Ticker
CallPut
Strike
ExpirationDate
OHLC Bid Time/Price/Size
OHLC Ask Time/Price/Size
Under Open/Close Bid Time/Price/Size
Under Open/Close Ask Time/Price/Size
Min/Max Spread
CancelSize
VolumeWeightPrice
NBBOQuoteCount
TradeAtBid/BidMid/Mid/MidAsk/Ask
TradeAtCrossOrLocked
Volume
TotalTrades
FinraVolume

Documentation
https://us-options-market-data-docs.s3.amazonaws.com/algoseek.US.Options.TAQ.Minute.Bars.pdf algoseek US Options (OPRA) Equity, ETF, ETN, ADR Trade + Quotes OHLC Bars (pdf - 416 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/options_trade_and_quotes_1min.zip options_trade_and_quotes_1min.zip (39,410 KB)","2022-10-30","File","","","","algoseek Equity Options Trade and Quote Minute Bar ","North America,United States of America (USA)","16","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1177-algoseek-equity-trade-and-quote-minute-bar","Global","50","Market Data","1177","File","algoseek Equity Trade and Quote Minute Bar contains 80+  data points, from traditional Open/High/Low/Close/Volume, to statitics on spread, trades at bid/mid/ask, quote count, tick count, FINRA volume, repeat uptick/downtick volume, time-weighted bid/ask, etc., to provide insights into market microstructure and dynamics. Data is in nanosecond timestamp and continuous bar time, and includes all listed and delisted stocks, ETNs, ETFs, ADRs and warrants, etc. since January 2007.
Please contact us if you need custom bars with different intervals, data fields and/or inclusion/exclusion rules.
Examples of Data Fields

Date
Ticker
TimeBarStart
OHLC BarTime
OHLC Ask/Bid/Trade Time/Price/Size
Min/Max Spread
CancelSize
Volume  VolumeWeightPrice
NBBOQuoteCount
TradeAt Bid/Mid/BidMid/Ask/MidAsk/CrossOrLocked
TotalTrades
FinraVolume  FinraVolumeWeightPrice
Uptick/Downtick/RepeatUptick/RepeatDowntick/Unknown Volume
TradeToMidVolWeight  TradeToMidVol WeightRelative
TimeWeight Bid/Ask

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.Equity.TAQ.Minute.Bars.pdf US Equity Trade and Quote Minute Bar Guide (PDF - 418 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trade_and_quotes_1min.csv equity_trade_and_quotes_1min.csv (433 KB)","2022-10-30","File","","","","algoseek Equity Trade and Quote Minute Bar","United States of America (USA),North America","17","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1193-algoseek-equity-options-trade-only-minute-bar","Global","50","Market Data","1193","File","algoseek Equity Options Trade Only Minute Bar data is based on all the trades from the full OPRA feed, which includes all stock options, index options, ETF/ETN options, and ADR options from all 16 national securities exchanges that have been approved by the Securities and Exchange Commission.
This trade-based OHLC bar contains 24 data points including trade summarizations such as total traded value, volume, and number of trades. Each data point covers a wide range of information on both options trading and underlying equity trading during the entire trading session from 9:30 am to 4:15 pm EST.
algoseek can also custom build minute bars for different intervals and data fields.
Data Field

TradeDate
TimeBarStart
Ticker
CallPut
Strike
ExpirationDate
OHLC Trade Price
VWAP
Volume
TotalTrades
UnderOpenBid/AskPrice
UnderCloseBid/AskPrice

Documentation
https://us-options-market-data-docs.s3.amazonaws.com/algoseek.US.Options.Trades.Only.Minute.Bars.pdf algoseek US Optionss (OPRA) Equity, ETF, ETN, ADR Trades Only OHLC Bars in CSV (PDF - 365 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/options_trades_only_1min.zip options_trades_only_1min.zip (853 KB)","2022-10-30","File","","","","algoseek Equity Options Trade Only Minute Bar","United States of America (USA),North America","18","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1207-algoseek-equity-index-trade-and-quote-minute-bar-excluding-trf","Global","50","Market Data","1207","File","algoseek Equity Index Trade and Quote Minute Bar Excluding TRF is a survivorship bias-free minute bar data covering the entire daily component index history of the SP 500, Russell 1000, Russell 2000, Russell 3000, Nasdaq 100, Dow Jones Industrial Average, and Dow Jones Transportation Average.
This dataset contains the same 80+ data points of the Trade and Quote Minute Bar data but excludes TRF reports from dark pools, OTC, and broker-dealer internal crosses making it ideal for backtesting on public exchanges. It comes with nanosecond timestamps and has continuous bar time with data points covering OHLC prices, spread information, trades at bid/mid/ask, quote count, tick count, FINRA volume, repeat uptick/downtick volume, time-weighted bid/ask, and more per minute to provide an in-depth understanding of the entire real liquidity of the entire market.
algoseek can also custom build minute bars for different intervals and data fields.
Data Fields

Date
Ticker
TimeBarStart
OHLC BarTime
OHLC Ask/Bid Time/Price/Size
Min/Max Spread
CancelSize
VolumeWeightPrice
NBBOQuoteCount
TradeAtBid/Mid/BidMid/Ask/MidAsk
TradeAtCrossOrLocked
TotalTrades
FinraVolume  FinraVolumeWeightPrice
Uptick/Downtick Volume
TradeToMidVolWeight  TradeToMidVol WeightRelative
TimeWeightBid/Ask

Documentation
https://us-equity-market-data-docs.s3.amazonaws.com/algoseek.US.Equity.TAQ.Minute.Bars.pdf US Equity Trade and Quote Minute Bar Guide (PDF - 418 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/equity_trade_and_quotes_1min_nofinra.csv equity_trade_and_quotes_1min_nofinra.csv (413 KB)","2022-10-30","File","","","","algoseek Equity Index Trade and Quote Minute Bar excluding TRF","","19","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Foreign Exchange (FX)","","Streaming","OTC Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1148-interdealer-broker-content---foreign-exchange","Global","50","Market Data","1148","Streaming","The ICE Consolidated Feed aggregates content from over 600 sources including 150+ exchanges, Cross Asset OTC coverage, Indices and News.
For more information click https://www.theice.com/market-data/connectivity-and-feeds/consolidated-feed/coverage-list#otc-services here","2022-10-30","Streaming","","","","Interdealer Broker Content - Foreign Exchange","Global","20","1-ICE","ICE","https://app.mdxtechnology.com/catalogue/providers/1-ice"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1190-algoseek-equity-options-trade-only","Global","50","Market Data","1190","File","algoseek Equity Options Trade Only dataset for US Options on Equity, ETF, ETN, and ADRs is based on all trades from the full OPRA feed from January 2012 to present. This includes the consolidated last sale and quotation information from the 16 national securities exchanges that have been approved by the Securities and Exchange Commission.
Data Fields

Date
Timestamp
Ticker
CallPut
StrikePrice
ExpirationDate
EventType
Side
Action
Price
Quantity
Exchange
Conditions
LastBidTime/Price/Size
LastAskTime/Price/Size
UnderBid/UnderAskPrice
UnderLastTradePrice/Time/Size

Documentation
https://us-options-market-data-docs.s3.amazonaws.com/algoseek.US.Options.Trades.Only.pdf algoseek US Options (OPRA) Equity, ETF, ETN, ADR Trades Only (PDF - 253 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/options_trades_only.zip options_trades_only.zip (4,349 KB)","2022-10-30","File","","","","algoseek Equity Options Trade Only","United States of America (USA),North America","21","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
"","AEID-4666","Equities","","File","Exchange Data","Market Data","622153/23/15","AEID-4666","AEID-4666_mdxtechnology","2022-10-30 12:21:11","https://app.mdxtechnology.com/catalogue/products","https://app.mdxtechnology.com/catalogue/products/1187-algoseek-equity-options-trade-and-nbbo-quote","Global","50","Market Data","1187","File","algoseek Equity Options Trade and NBBO Quote data is the full OPRA feed containing all trades and NBBO quotes in millisecond timestamps from all 16 OPRA exchanges starting from January 2012 to present.
Data Fields

Date
Timestamp
Ticker
CallPut
StrikePrice
ExpirationDate
EventType
Action
Price
Quantity
Exchange
Conditions

Documentation
https://us-options-market-data-docs.s3.amazonaws.com/algoseek.US.Options.TAQ.pdf algoseek US Options (OPRA) Equity, ETF, ETN, ADR Trade + Quotes (PDF - 261 KB)
Sample Data
https://algoseek-website-samples.s3.amazonaws.com/options_trades_and_nbbo_quotes.zip options_trades_and_nbbo_quotes.zip (23,889 KB)","2022-10-30","File","","","","algoseek Equity Options Trade and NBBO Quote","United States of America (USA),North America","22","26-algoseek","algoseek","https://app.mdxtechnology.com/catalogue/providers/26-algoseek"
